Monday_Date,Monday_Open,Friday_Close,Weekly_Sentiment,Weekly_Volatility,SMA,EMA,WMA,RSI,MACD,MACD_Signal,MACD_Hist,RF_Prediction,Trend
24-10-2022,206.62608381451946,230.13669047060054,0.9687933330615938,1.335840342,256.99166565,245.41056732164176,241.4835771036364,41.61219176308517,-17.831337589117055,-12.463349654647846,-5.367987934469209,227.4938022,Bearish
31-10-2022,226.8653989973646,206.863431720786,0.6495252246799974,2.739703835,248.07200012,238.51228257225233,232.4796381127273,38.19984389813419,-19.83848900259798,-13.938377524237874,-5.900111478360108,211.7419017,Bullish
07-11-2022,210.54263311626167,197.9124847776032,0.2443747114379804,7.826079978,238.86000061,230.7773223227519,223.0065474,36.44167189537664,-22.102342799455187,-15.571170579281336,-6.5311722201738505,192.1015004,Bearish
14-11-2022,191.4131410296431,181.2355884437432,0.009449091296169665,1.022987384,229.8580017,221.5796277913425,212.33927499818185,34.120992051176316,-24.88294219927829,-17.433524903280727,-7.449417295997563,181.6917012,Bullish
21-11-2022,175.8425105936501,183.55736917929542,0.8426465303019204,3.303276346,217.80900115,214.5396955747347,203.7941838890909,34.87667941380229,-26.564916890316,-19.259803300687786,-7.305113589628217,180.0518008,Bearish
28-11-2022,181.5846118103406,194.9368735627853,0.6771232628721805,3.499513169,209.76200255,210.96156921569204,199.62163833454548,38.30214893451571,-26.62270427628212,-20.73238349580665,-5.89032078047547,194.1200998,Bearish
05-12-2022,189.8801920157289,178.88150194337,0.9947206949909553,1.444756407,201.14200286,205.1594662855662,194.03763843454544,35.64214293076161,-27.625783034218188,-22.11106340348896,-5.514719630729228,177.7263023,Bearish
12-12-2022,174.65320351911535,149.75872823166094,0.10355498207030467,2.208124082,193.8580017,195.17228981546324,184.78090986,31.365884137939616,-30.39587914104308,-23.768026550999785,-6.627852590043297,152.4665967,Bullish
19-12-2022,155.4976495508663,123.6260473927486,0.2792003938657366,4.179414262,185.6740013,182.0773283035608,171.92490982363637,27.97014686350063,-34.38001803110768,-25.890424847021364,-8.489593184086317,124.6434013,Bullish
09-01-2023,119.4139949900279,122.60615097547782,0.4899891188867378,1.512956319,176.47000121000002,171.22690524836793,160.42054622363636,27.88012073421548,-37.16952835202886,-28.146245548022865,-9.023282804005998,122.3659009,Bearish
23-01-2023,136.08497549345603,178.37829229574427,0.22097779336011936,6.327203833,171.40800017,172.4401940941192,160.68054489454542,42.60263894404075,-34.50410794645967,-29.417818027710226,-5.0862899187494435,171.0394957,Bearish
30-01-2023,177.54691178430008,189.87127375200333,0.8085127343003152,0.457361204,169.65899962,175.62924893155204,164.05727135454543,45.22370819943506,-31.05895953131045,-29.74604632843027,-1.3129132028801784,188.1428979,Bearish
06-02-2023,194.5494163203937,198.7233146976382,0.7464737128300485,0.686111072,169.75099944,179.49483992581528,169.00836222363637,46.7224498669108,-27.454595554412265,-29.287756173626672,1.8331606192144072,198.6673001,Bearish
13-02-2023,195.15269653305964,209.96382548381655,0.17757452925197836,5.89484989,172.56299896000002,184.73395950293977,176.0190891618182,49.19645507334482,-23.40679377246167,-28.111563693393673,4.704769920932005,208.0499979,Bearish
27-02-2023,200.34139953917165,196.67142379077242,0.7035489233102007,2.731300626,174.05599822999997,187.10778382967797,180.60581540545456,47.029922651573095,-20.80789763364041,-26.650830481443023,5.842932847802615,197.0659946,Bullish
06-03-2023,197.5201147715833,173.60882819376198,0.10949535308052005,1.128913968,171.91399841,184.6227326606456,180.4938161636364,42.377933176070144,-20.477047823069455,-25.41607394976831,4.939026126698856,173.9248013,Bullish
13-03-2023,167.7472460201019,178.99184089471206,0.5156973599965419,1.572851526,172.02199859,183.80587306780097,181.98763552545455,44.01639922754792,-19.4508029250658,-24.22301974482781,4.772216819762008,180.5908034,Bullish
20-03-2023,176.65193839244765,191.11389588217156,0.2657491332685641,2.027356096,176.03999939,185.00662409183712,185.3309091818182,46.532289360705555,-17.605046443438255,-22.8994250845499,5.294378641111646,190.7851019,Bearish
27-03-2023,195.14690740311505,209.4659238041461,0.04688343606411649,0.805383229,184.47099991,189.08905729332128,191.0436377836363,50.50518052155977,-14.598199428562651,-21.23917995335245,6.6409805247898,202.6958052,Bearish
10-04-2023,178.6446720745199,183.8494712913145,0.9584308740507654,3.137311036,190.73099975999995,188.3455923308992,191.1398196181818,45.68905939614146,-13.867727806895855,-19.764889524061132,5.897161717165275,184.3762981,Bullish
17-04-2023,187.89890674012477,165.45203124594966,0.18152529337309686,4.696441242,189.44900055,184.1154849616448,186.4760018072727,41.875056842859706,-14.726443882149567,-18.757200395678822,4.030756513529255,165.8175023,Bullish
24-04-2023,165.54762025395837,165.0503986596504,0.2513284606821231,4.473028457,186.88200074,180.51448725952756,181.90527399818183,41.73004412620064,-15.292829246155748,-18.064326165774208,2.7714969196184605,162.1135983,Bearish
01-05-2023,161.68541168361818,171.28660182998098,0.6281921634968802,0.335002614,184.19900056,178.61367095779528,178.84672797272728,43.30883813936229,-15.103611747913815,-17.47218328220213,2.3685715342883142,167.3632977,Bearish
08-05-2023,172.43010080389283,169.0189053389479,0.7459342905669633,1.730984389,180.16600037,176.68027545637796,175.89781799818184,42.85648469949964,-14.949169566124112,-16.967580538986528,2.018410972862416,168.3693954,Bearish
15-05-2023,168.32860905195773,179.67894316740274,0.7260207889704824,1.163962583,178.40100098,177.30931617340013,175.89309054909089,46.38233538683542,-13.687778164823072,-16.31162006415384,2.623841899330767,178.5274997,Bearish
22-05-2023,179.40978217406874,194.28540381027645,0.43502830675583726,1.443387767,180.37400056,180.1930765418728,178.57836277090908,49.94626260405487,-11.504092368762995,-15.350114525075671,3.8460221563126744,190.7033989,Bearish
05-06-2023,216.142833574795,242.37703944749003,0.19729680683293005,1.791344683,186.80099946,191.86706151607777,190.2194524690909,60.939455579360974,-5.5754033573909965,-13.395172291538737,7.81976893414774,240.441396,Bearish
12-06-2023,247.48748701853503,263.10159659001846,0.5958429176032243,0.830097029,193.81399993999997,204.3530518767909,203.62654502181817,63.64825525204958,0.4206408031698743,-10.632009672597016,11.052650475766889,259.4979059,Bearish
26-06-2023,249.00029332920994,262.4490503837228,0.8412109486926039,1.457099128,199.24499817,214.7924949901016,215.98217939636365,63.85397600965095,5.211720674798215,-7.463263603117969,12.674984277916185,260.104192,Bearish
03-07-2023,274.1616669973919,274.0743703830121,0.08545137107593104,1.526708456,208.18799744000003,225.6356763919013,229.6521784018182,65.98756549796721,9.915937727785716,-3.987423336937233,13.90336106472295,276.2759985,Bullish
10-07-2023,275.37772106330215,282.898570242945,0.28854690165940067,0.978456804,219.81799775,235.77100884791923,242.9598161218182,67.13447033419553,14.042992657302564,-0.3813401380892733,14.424332795391836,279.8100021,Bearish
17-07-2023,284.35248588336583,259.4907388817379,0.9733768159987648,5.736247703,229.38899689,240.17991433011576,250.26926907636363,60.39408451757447,15.412473254988951,2.777422540526372,12.63505071446258,268.3611917,Bullish
24-07-2023,255.75279043424447,268.5105281086623,0.069800232023976,1.5408009,239.02699737000003,244.95447579736745,257.0058155327273,61.640689970860514,16.821925239444255,5.586323080309949,11.235602159134306,264.6030031,Bearish
31-07-2023,266.9448871546864,254.67756883128837,0.1155473680619562,2.730602414,247.61499786000005,246.5736621251188,259.7027252109091,57.80151720413447,16.730960978382768,7.815250659924513,8.915710318458256,255.0962021,Bullish
07-08-2023,251.64755420112,242.067011240163,0.8086338350975653,2.194282246,253.86599730999995,245.8602679023699,258.7999972181818,54.541590641439555,15.5747809119855,9.36715671033671,6.207624201648789,243.5147951,Bullish
14-08-2023,235.74910795082914,214.46511297163045,0.12990210827234472,0.157776659,256.09799804,240.3384020110299,251.8225441618182,47.54506520737281,12.32484268660889,9.958693905591147,2.366148781017742,217.0919046,Bullish
21-08-2023,222.77727390643196,239.04660669383026,0.7379688407942473,2.484521942,255.51699828,240.0205100635699,248.63927111818185,53.06027535992888,11.480875050355335,10.263130134543983,1.2177449158113518,237.1545969,Bearish
28-08-2023,243.38304982857784,245.4749121063768,0.7642115905406168,1.546392143,253.96399688,240.92768905201171,246.72890679454548,54.492357199229986,11.200947270950335,10.450693561825256,0.7502537091250812,248.7086928,Bullish
11-09-2023,264.97108562561937,271.87182529437985,0.6841900771742938,0.955113789,255.22599944999996,247.01174826073685,250.4427282163637,60.4404830262758,13.197689827018223,11.00009281486385,2.1975970121543735,274.0995111,Bullish
18-09-2023,273.7498384714903,246.59120425106252,0.9517658693797195,1.104404086,252.27100067,246.62415855878467,248.56163829818183,52.953717865229976,12.257613386022769,11.251596929095632,1.006016456927135,249.0606026,Bullish
25-09-2023,244.14381587265004,250.46026401806355,0.14080151405521968,2.257107451,249.1550003,247.27794812991473,248.18872930363636,54.06260896142424,11.807380968877908,11.362753737052088,0.4446272318258195,248.1613998,Bearish
02-10-2023,246.22830804466827,259.8856222766931,0.4383752581666578,2.855121632,249.20600128,249.68741188811205,250.2569108490909,56.20872626688416,12.142527676027925,11.518708524847256,0.623819151180669,259.916597,Bullish
09-10-2023,253.49952828657683,252.31769852677027,0.3536910199925123,1.195908138,247.67400055,249.94788156300075,250.60490972545455,53.74093587595128,11.51607505540727,11.51818183095926,-0.0021067755519883,254.1182947,Bullish
16-10-2023,249.70177100696975,213.29318260277265,0.8540872934249376,3.794900053,243.48700104,243.0464495515461,244.11691062545455,44.91092656207406,7.772546623235428,10.769054789414492,-2.9965081661790656,217.8874037,Bullish
23-10-2023,211.86709538074234,208.22643649514708,0.9134951742056945,1.524142887,239.95200196,236.54709565126495,237.53745645454543,43.978227218559766,4.3768754763972595,9.490618926811049,-5.1137434504137875,209.2308026,Bullish
30-10-2023,209.06506932377778,221.4990705491833,0.9703826398578298,2.420553418,240.39900208,233.5312612964895,233.90254822545452,47.16780888353392,2.676485258488185,8.127792193146474,-5.451306934658289,217.9171036,Bearish
06-11-2023,223.318978296059,212.63823349122856,0.6971430840425702,3.524285968,238.00500184,230.09830358803688,229.22091037454544,45.98519935426176,0.8901786791179518,6.68026949034077,-5.790090811222818,216.3393944,Bullish
13-11-2023,217.69775848396011,231.96848927157222,0.6862793723494721,4.443799697,236.9340027,230.8622489538483,228.54727424,50.89201416363019,1.0480283473707177,5.5538212617467595,-4.505792914376042,235.5962013,Bullish
20-11-2023,235.96462839838978,237.43780215281419,0.2099170011755258,2.637456004,233.04000093,231.6963849622395,228.2774550218182,51.17157547153472,1.2514938020146644,4.693355769800341,-3.4418619677856768,236.3564984,Bearish
27-11-2023,236.9243804690467,237.02433950479175,0.501562230450829,1.513473781,232.43500062,232.9934062054687,229.33018245272729,52.03584304871949,1.6662720334078926,4.0879390225218515,-2.421666989113959,240.1851015,Bullish
04-12-2023,234.96282143863448,242.35556935092825,0.9931335011636389,0.519965368,231.79700013,234.96551349538345,231.40381803090912,53.35378574365335,2.371909559047509,3.744733129826983,-1.3728235707794738,243.256597,Bullish
11-12-2023,241.20083080655715,253.60274597593823,0.3911236359472746,2.829632388,231.09400025,238.33542013258645,235.34981800727272,55.87159414099596,3.668327749687706,3.729452053799128,-0.0611243041114222,249.6742989,Bearish
18-12-2023,253.62514948692305,253.99044432409175,0.7855393897861505,3.19324798,231.23600007,240.9180697993889,239.24908947090907,55.55068848222147,4.565653971417902,3.8966924373228826,0.6689615340950192,252.3771953,Bearish
08-01-2024,238.0025083418893,218.62669207592901,0.5890096863470364,1.205783905,231.92599946,236.91296609040907,237.00436207636363,45.65267667568027,2.532327093611997,3.6238193685807056,-1.0914922749687088,221.7761,Bullish
22-01-2024,211.79721294566494,182.52906674643117,0.6375398357687451,6.979988304,229.52099915,227.15606316488012,228.15418035636367,37.94165131033074,-1.9326705786702405,2.5125213791305168,-4.445191957800757,185.907701,Bullish
29-01-2024,184.24190946990342,188.96609809436023,0.9653802913198664,1.483759577,226.31599885,220.02041598944737,220.58854482,39.3833388789611,-5.037125205345262,1.0025920622353612,-6.039717267580624,188.4817021,Bearish
05-02-2024,184.697704679426,194.43931249310265,0.2585227832077447,0.344959393,224.20800019,215.2112507731842,214.63472817454544,41.17096939489275,-6.960476831311809,-0.5900217164740729,-6.3704551148377355,192.2685048,Bearish
12-02-2024,190.49639817976353,199.5875559706413,0.13428625049037357,3.183388072,220.77299958,212.43647735987795,210.22418214,43.20421484896099,-7.879109532780632,-2.047839279735385,-5.831270253045247,197.5130981,Bearish
26-02-2024,193.63483315653912,201.2319045504044,0.2116013797641375,0.607416866,217.49199982,210.65529954899105,206.9272730163636,44.08175903331951,-8.294458500224493,-3.297163123833206,-4.997295376391287,202.4355998,Bullish
04-03-2024,198.27814528250136,174.3106017688265,0.23098979349199866,2.457988497,211.14299926999996,204.23433532190177,199.2632723763636,37.713202478768466,-10.70312863938736,-4.778356226944037,-5.924772412443321,176.1099956,Bullish
11-03-2024,176.3710852706956,163.24479461365138,0.17437625423332692,0.848266849,203.11600037,196.8408211361014,190.61363747272725,35.34249820725864,-13.407206889279763,-6.504126359411183,-6.90308052986858,163.7483049,Bullish
18-03-2024,170.44385859945757,171.63381787400743,0.35571748263233083,1.981154034,194.84900054999997,192.1115812568102,184.74345591454545,37.934178323730755,-14.793853171796286,-8.162071721888204,-6.6317814499080825,171.5577031,Bearish
01-04-2024,176.63733310172245,163.7134817311548,0.136407608244557,1.578047641,186.08500061,187.16401991920836,179.29818197818176,36.642221685417574,-16.184715098305844,-9.766600397171732,-6.418114701134112,165.8279968,Bullish
08-04-2024,170.56529731114426,171.53639622735224,0.8930165202960296,2.082856599,181.30100098,184.2341986793523,176.56454606727272,38.9639368956589,-16.599381513681664,-11.133156620473718,-5.466224893207945,172.296703,Bullish
15-04-2024,168.99401250071955,146.91775714305405,0.3153987591398266,1.248839249,177.68100128999998,177.47343584674277,170.3370919072727,33.76415578920066,-18.649625781982564,-12.636450452775488,-6.013175329207076,148.7684007,Bullish
22-04-2024,140.7903215253202,167.9417783188706,0.6502898482705101,3.116015866,175.71900025,175.80371902006226,168.6296359090909,41.238038351115705,-18.349052975870933,-13.778970957394575,-4.570082018476356,168.0330943,Bullish
29-04-2024,189.54087120963786,179.8360827460478,0.9656286250408251,1.821798433,174.48099975999995,176.78304327096,169.62436357272728,45.27677266005125,-16.875394889306307,-14.398255743776923,-2.4771391455293834,180.8464009,Bullish
06-05-2024,183.52951505602945,166.8888040440303,0.6523929671516916,0.522242407,171.33300018,175.27158107624,168.53145474363637,42.19704141312196,-16.54320822331627,-14.827246239684792,-1.7159619836314768,169.7050012,Bullish
13-05-2024,169.8573134585873,178.45175002485007,0.23288923821451257,1.133198828,168.81500091,175.66947664419638,169.6454559290909,45.042310287808625,-15.3772699895826,-14.937250989664356,-0.4400189999182444,177.0015051,Bearish
20-05-2024,176.59965033110095,177.96650417588498,0.720462222787463,2.284473024,169.20500183,176.31866370888793,171.54091130909094,45.61314662838633,-14.146551868115097,-14.779111165354506,0.6325592972394087,180.1509055,Bullish
03-06-2024,176.91848576666703,178.5740771044103,0.049638230319623666,1.14756788,170.59600067000002,176.5298149799992,173.0454556490909,45.11417457602175,-13.161499399522455,-14.455588812188097,1.2940894126656417,176.9752975,Bearish
10-06-2024,176.25326916334888,177.9996453574524,0.586635284272331,1.013644339,171.31399994,176.79893852909024,174.39345452727272,45.30819743917861,-12.19746694122881,-14.00396443799624,1.8064974967674292,177.5090964,Bearish
17-06-2024,179.57849700885518,183.20854670847618,0.09915980960903537,0.20164007,173.125,177.928221432892,176.51999899272724,47.20433893563784,-10.904307984545994,-13.384033147306193,2.4797251627601984,182.7835983,Bearish
24-06-2024,184.16737422611283,198.7977332628503,0.9748915972452359,2.187921674,175.80800018,181.55581842691163,181.02090897454545,52.48080918009939,-8.58067198390225,-12.423360914625404,3.842688930723156,197.2808031,Bearish
01-07-2024,201.01516182456254,252.10197687495497,0.7806090014686347,1.827424691,186.2550003,194.27657949474587,194.78672790545457,65.77034822956256,-2.38339970096024,-10.415368671892374,8.031968970932134,248.2628021,Bearish
08-07-2024,246.4587752619986,249.04761522599946,0.6808237812332045,5.986932073,194.24900054,204.0862915320648,206.05490888727272,64.577419440721,2.236723477993877,-7.884950241915124,10.121673719909,250.4856963,Bullish
15-07-2024,256.25753928345233,238.91417099211128,0.6027984222927062,1.518871515,200.05,210.4706016171439,214.22781733454548,61.29147806591065,5.110646602496445,-5.285830873032811,10.396477475529256,242.1381969,Bullish
22-07-2024,244.28202097710815,218.12068115405415,0.9680305970563756,6.487107642,205.18300018999997,212.16685643220865,217.81872698909092,54.83579956716654,5.75647692622357,-3.077369313181535,8.833846239405105,222.4157028,Bullish
29-07-2024,223.4345571875487,207.5610288056143,0.5211401487354071,4.92340353,208.20399934,211.34924584453435,218.27090844545455,51.20425079216173,5.229232749927462,-1.4160489005597356,6.645281650487197,213.0935999,Bullish
05-08-2024,183.53003910282087,199.82847919640335,0.402322794719847,4.067196422,210.27999879,209.2857466000735,216.7792722018182,48.99473999795829,4.144705601548168,-0.3038980001381549,4.448603601686322,198.9039989,Bearish
12-08-2024,199.7649312512162,215.68162208783093,0.6177069849845903,4.452402297,214.14399873,210.5283372364238,217.8410897127273,53.53299713780361,4.533697267045312,0.6636210532985385,3.8700762137467737,213.6317972,Bearish
19-08-2024,218.9965057873951,222.1353589608965,0.4084745783136009,3.597298394,218.37500001,212.30864088434672,218.96400036181817,54.66482342208174,5.121840459477028,1.5552649345342364,3.5665755249427913,220.2805067,Bearish
26-08-2024,219.68949768256408,214.74534539234722,0.21897350485655664,1.180551326,221.48500062,212.6361608326473,218.1885459236364,52.62382021717715,5.028882705861093,2.249988488799608,2.7788942170614854,211.7492003,Bearish
09-09-2024,216.00524630896453,228.53878075151124,0.1442794686526515,0.881433392,224.72599946,215.84594855398416,219.7894536836364,57.11641976749391,6.189455020767582,3.037881795193203,3.151573225574379,229.8035954,Bullish
16-09-2024,228.42277839056933,237.68158548331567,0.15132440885413612,4.368256635,223.39899903,219.91941245325975,222.24836287272728,59.16786332694697,7.6631865139761715,3.962942738949797,3.7002437750263746,238.5566994,Bullish
23-09-2024,241.36864085445765,259.3536766855803,0.17672984512853984,1.429845888,224.62199861,227.29042682539432,228.98672514,64.29956795326368,10.502226903082883,5.270799571776415,5.23142733130647,259.0708925,Bearish
30-09-2024,257.7359995136763,248.91755903986558,0.36861311020919574,0.424798553,225.70999909000005,231.43398591168625,233.61545299272728,60.47428553459219,11.778829432404876,6.572405543902107,5.206423888502769,248.454202,Bearish
07-10-2024,249.2390305422801,216.54904000034477,0.339056637682438,0.527487468,225.50999909,228.9550799459251,232.1772719036364,50.42717156961267,10.06974229347017,7.27187289381572,2.7978693996544504,224.6940028,Bullish
14-10-2024,218.61691958948637,218.9831311531408,0.0065228046440029,0.504044896,226.81299897,227.4541557739387,231.3027260690909,51.21139043004964,8.847297555063022,7.586957826065181,1.2603397289978415,220.7286983,Bullish
21-10-2024,218.90679646153606,268.23592926631443,0.20268490767297997,12.15494441,233.73199921,235.0424915241317,239.00763578363637,62.02811114720517,11.656866381039578,8.400939537060061,3.255926843979516,255.777402,Bearish
28-10-2024,269.0959693350632,248.56356663766337,0.15079389533596776,1.243499684,237.01799926999996,237.57658319247133,241.77999878181816,56.4142119581701,12.11305946941394,9.143363523530835,2.969695945883103,249.8482973,Bullish
04-11-2024,244.14399141970551,319.8317719537095,0.029938509711740946,5.66765376,247.10799865999996,252.78447737565835,257.08945367818177,67.67580381108036,18.095170624471734,10.933724943719016,7.161445680752717,313.5835016,Bearish
